"menurut saya bagus dan bermanfaat, karena dengan big data, robotic, dan kecerdasan buatan, semua pekerjaan bisa dilakukan dengan mudah, dan data"" yang dibutuhkan untuk mengambil keputusan itu lebih akurat karena data"" yang diperlukan tersaji lebih lengkap","iya, baik itu dampak negatif maupun positif pasti akan berdampak pada semua profesi",iya,"tidak, karena menurut saya secanggih apapun teknologi, untuk menganalisis dan bidang""lain akuntansi seperti auditor masih dibutuhkan oleh sumber daya manusia, hanya saja pekerjaan dapat dilakukan dengan midah, kekurangannya hanya adaptasi dan kemampian dari SDM akuntan sendiri, bisa atau tidaknya beradaptasi dengan teknologi dan mau atau tidaknya","tidak, tetapi profesi akuntansi akan beralih atau menambah ketrampilan lain untuk menunjang kemampuan dalam memakai teknologi. "
Tentu hal ini dapat memudahkan kita dalam menjalankan kehidupan namun perlu dikaji lebih lanjut lagi mengenai dampak yg terjadi bila era ini terus menerus berkembang,"Untuk saat ini, seperti chat got masih belum bisa menganalisis data secara lebih terperinci karena mereka tidak memiliki akses kesana. Sehingga profesi sebagai analis dan sejenisnya dapat dikatakan tidak berdampak","Menurut saya akuntansi sedikit terdisrupsi dibagian input data. Sebelum munculnya teknologi, para akuntan menginput data satu persatu mulai dari jurnal hingga laporan. Namun sekarang hanya perlu satu kali input di jurnal. ",Iya,Ada kemungkinan namun tidak dibagian analisis karena robot tidak bisa peka terhadap isu isu seperti makroekonomi dan keadaan perusahaan
"Tentunya ada sisi positif dan sisi negatif yakni dapat membantu sebagian pekerjaan namun sisi negatifnya yakni semakin menurunnya literasi di kalangan 5.0 krna telah berpacu pada Ai, robotic, maupun kecerdasan buatan.","Tidak, krna ad bbrpa bidang yg tidak dpt tergantikan contohnya yg berhubungan dgn peronality as a dokter, psikolog yg scra face to face hrus dilakukan oleh seorang manusia yg profesional","Ya, krna rentan dengan pengaruh kemajuan teknologi apalagi di era5.0","Mungkin iya tapi sebagian, seperti input data dalam database, pencatatan terkomputerisasi, dan lain². Namun, tetap saja peran seorang akuntan yg diperankan oleh manusia ini tidk bisa digantikan krna AI robotic dll krna value dri manusia tetap ada robotic hanya program yg diprogramkan oleh manusia dan tidak bisa lebih dri itu.","Tidak, saya yakin tidak krna manusia tetap memiliki vakue lebih dripda robotic dan memiliki sifat yg agregat dan fleksibel lebih dari program yg ada dalam suatu ai atau robotic"
Menurur saya dengan adanya era 5.0 tersebut pastinya ada sisi positif dan negatifnya. Sisi positifnya adalah segala yang kita ingin lakukan dipermudah. Sedangkan negatifnya adalah profesi atau pekerjaan akan mendapatkan ancaman akan hadirnya 5.0 ini,"Iya. Berdampak di sini tidak selalu dengan hal yang negatif, bisa saja berdampak positif. Contohnya pada profesi kedokteran, dengan adanya kecerdasan buatan tersebut tentunya sangat membantu. ",Iya,"Iya, karena mempermudah, jadi semua orang meskipun tidak berprofesi sebagai akuntan",Mungkin saja terjadi. Karena dengan kecerdasan buatan ini sangat lah mempermudah dan semua orang bisa mengakses. Maka dari itu perlu ada nya kurikulum baru agar jurusan yg mengarah ke profesi tidak tergerus
"menurut saya munculnya teknologi tersebut sangat memudahkan seseorang dalam menyelesaikan pekerjaan, serta menjadi satu tantangan bagi manusia untuk bisa bersaing dgn teknologi tsb","berdampak, dan kemunculan society 5.0 membuat segala hal menjadi praktis","tidak, karena robot hanya bisa menggantikan profesi akuntan dalam hal administrasi dan menghitung saja bukan untuk menganalisis rasio dan lainnya apakah laba/rugi perusahaan tsb dikatakan baik atau tidak","iya, karena kita dituntut bersaing dengan robot ",tidak perusahaan tetap membutuhkan jasa akuntan untuk menganalisa karakteristik suatu perusahaan
"Menurut saya hal ini sangat membantu manusia dalam menyelesaikan masalah dalam semua bidang kehidupan, tapi juga bisa memberikan dampak negatif berupa banyaknya profesi yang tergantikan dengan AI","Tidak semua, dikarenakan pengembangan AI tidak akan bisa menggantikan peran manusia sepenuhnya ","Iyh, cuman tidak semua jenis dari profesi akuntan akan tergerus","Menurut saya iyh, dikarenakan teknologi malah akan dapat membantu lebih perkembangan ilmu akuntansi ","Tidak juga, dikarenakan tetap saja robot tidak bisa menggantikan peran manusia"
"Menurut saya ini memudahkan kita untuk melakukan kegiatan yang mungkin butuh waktu yg lama, namun bisa dipangkas dengan adanya big data dll","Tidak, kemungkinan bidang profesi yang akan terdampak adalah bidang-bidang yang memang kegiatan berulang-ulang sehingga hal ini bisa di gantikan oleh robot atau mesin yang terkomputerisasi.","Iyaa, kemungkinan besar profesi akuntansi akan terkena dampaknya karena pekerjaan ini terjadi berulang-ulang, namun perlu diketahui bahwa profesi akuntansi bukan hanya perihal pembukuan, namun juga harus memberikan judgement atas apa yang telah mereka lakukan, sehingga hal itu tidak bisa di gantikan oleh mesin. ","Iyaa, namun hanya untuk pencatatan dan kegiatan yang berulang namun jika untuk pendapat dan pandangan terkait laporan ini masih belum bisa digantikan oleh mesin","Mungkin sekarang sudah mulai terdisrupsi namun tidak secara keseluruhan, sebab ada bidang akuntansi yang memang perlu kecerdasan manusia bukan kecerdasan buatan"
Socety 5.0 ini menjadi sebuat keterbaruan teknologi yang semakin canggih sebagaimana outputnya berupa artifical intellegent yang baru baru ini menjadi isu menarik di bidang teknologi,"Menurut pendapat saya tidak, munculnya society 5.0 tidak akan berdampak pada semua bidang profesi seperti salah satunya profesi psikolog yang mana tidak akan ada teknologi yang bisa memiliki naluri yang mengedepankan perasaan seperti layaknya manusia","Tidak seluruhnya, karena salah satu contohnya pada profesi auditor. Adanya artifical intellegent mungkin saja mampu mendeteksi komponen komponen yang mempunyai potensi salah saji, namun untuk penginterpretasian tetap saja mengandalkan pemikiran dan proyeksi dari auditot","Untuk beberapa bidang, profesi akuntansi akan lebih banyak menggunakan teknologi robotic dan keleluasaan big data",Besar kemungkinan untuk membuat profesi akuntan akan tergeser perannya oleh robotic dan juga kecerdasan buatan dalam waktu beberapa tahun ke depan
Menurut saya ini merupakan suatu perkembangan teknologi yang baik karena jujur saya merasa terbantu dalam menjalankan kehidupan sehari-hari dan dipermudah ,Iya,"Tentu saja, sebagai anak akuntansi jujur saya merasa sedikit khwatir mengenai isu-isu yang beredar bahwa mungkin saja suatu saat pekerjaan perakuntansian akan digantian oleh robot","Iya, karena tidak dapat dipungkiri bahwa human error lebih sering terjadi dibandingkan dengan error yang disebabkan oleh teknologi ","Mungkin saja, jika pekerjaannya terkait dengan hal-hal basic seperti pencatatan. Namun untuk pekerjaan yang membutuhkan analisis mendalam dan juga pekerjaan seperti konsultan itu saya rasa tidak dapat tergantikan. "
"Menurut saya itu merupakan kemajuan yang bagus karena, zaman sudah modern yang tentunya pasti akan fokus ke depan untuk mengenai perkembangan + perkembangan yang jauh lebih bagus lagi. Karena tidak mungkin tiap tahun tanpa adanya perubahan. ","Tida semua, karena seperti bidang profesi kedokteran maka tidak bisa digantikan dengan mesin ataupun yang lain. ","Bisa saja tidak, karena tidak semua bidang akuntansi bisa dicek menggunakan teknologi dan big data. Masih perlu menggunakan manusia sebagai control utamanya. Karena teknologi masih belum bisa dikatakan sempurna dan bisa saja terkadang menjadi eror ",Iya tapi tidak untuk menghilangkan profesi akuntan ,"Tidak tergeser, namun dengan adanya robotic nantinya akan membantu untuk meringankan tugas seorang akuntan "
"Cukup bagus juga, tapi negative nya kita bakal tergantikan. jadi kek sia sia belajar akuntansi hehehe. tapi di sisi lain AI juga memiliki pengaruh yg besar terhadap kemajaun global",mungkin akan berdampak ada semuanyaa. atau bisa j nnti semua profesi bakal trgantikan,"kena bangettt, kek auditorr",bisa ajaa,mungkinn
"Dengan adanya kemanjuan teknologi society 5.0 dapat memudahkan manusia untuk menjalani kehidupan sehari-hari, terutama pada bidang kerja. Manusia bisa lebih simple menjalani pekerjaannya, tanpa harus mengeluarkan tenaga ektra.","Menurut saya iya, karena dengan adanya kemajuan teknologi society 5.0. Profesi yang awalnya bisa dikerjakan oleh manusia karena kemajuan tersebut, bisa mengambil alih profesi. Untuk sekarang mungkin hanya beberapa profesi yang diambil oleh teknologi, untuk ke depannya mungkin bisa saja manusia tergantikan oleh teknogi.","Kemungkinan iya, karena pada dasarnya akuntansi itu menghitung laporan keuangan. Dan untuk sekarang, teknologi sedikit demi sedikit sudah mampu menguasai skill para akuntan.","Untuk saat ini masih tidak banyak yang menggunakan teknologi robotic, tetapi untuk kedepannya mungkin akan banyak yang menggunakan.","Mungkin iya, karena semakin lama zaman. Maka kecanggihan teknologi juga semakin menggila, tetapi ada 1 yang tidak bisa disentuh oleh teknologi robotic pada akuntan, yaitu judgment dimana pertimbangan pribadi atau cara pandang auditor dalam menanggapi informasi yang mempengaruhi dokumentasi bukti serta pembuatan keputusan auditor atas laporan keuangan suatu entitas, dan hal itu hanya bisa dilakukan oleh manusia."
Society 5.0 merupakan era yang dapat mempengaruhi segala bidang mulai dari teknik sampai dengan pelayan yang nantinya akan berdampak bergesernya posisi - posisi tertentu.,Iya.,Iya. Karena beberapa negara maju dan industri besar sudah memanfaatkan salah satu teknologi Soseity 5.0 yaitu scanner dan otomatisasi. Ketika suatu barang di masukan melalui scanner maka akan secara automatis menjurnal.,"Iya. Karena teknolgi robotic, big data dan kecerdasan buatan memiliki tingkat keealahan yang kecil.",Iya. Karena profesi akuntansi mungkin ke depannya akan tergantikan
"Menurut saya, era munculnya kecerdasan buatan oleh teknologi ini sudah bagus. Hal ini mempermudah kegiatan kehidupan sehari-hari oleh seluruh masyarakat, menggunakan teknologi terkini. ","Menurut saya terdampak, karena pastinya teknologi akan diterapkan oleh seluruh manusia. Mau tidak mau mereka akan menerapkan teknologi terkini juga dan harus menerima perkembangannya. ","Menurut saya tidak, karena akuntansi ini masih membutuhkan analisis yang mendalam terkait pekerjaan nya salah satunya auditor. Teknologi mungkin akan menggantikan sebagian kecil jobdesc akuntan, namun semua jobdesc tersebut tidak akann tergantikan oleh teknologi.","Mungkin iya, karena penerapan teknologi pasti diterapkan oleh seluruh pekerjaan guna mempermudah menjalankan jobdesc pekerjaan. ",Mungkin akan tergeser namun tidak secara keseluruhan.
"Munculnya bug data, robotic, dan kecerdasan buatan memberikan kemudahan dan juga menjadi ancaman jika kita tidak dapat mengikuti perkembangan yang ada",Tidak semua profesi,"Profesi akuntansi salah satu bidang yang akan terkena disrupsi, contohnya saja saat ini sudah ada KAP yang menggunakan big data, robotic, dan kecerdasan buatan untuk melakukan audit. Namun, meski telah menggunakan big data, robotic, dan kecerdasan buatan untuk melakukan audit masih diperlukan seorang akuntan untuk mengkonfirmasi.","Bisa jadi, karena adanya penggunaan big data, robotic, dan kecerdasan buatan membantu pekerjaan profesi akuntan meski terdapat ancaman.","Tidak, karena akuntan masih diperlukan. Adanya big data, robotic, dan kecerdasan buatan hanya dapat melakukan apa yang telah disistem oleh kita atau menangani sesuatu yang pernah terjadi."
"Sebenarnya kemunculan era big data, robitic, dab kecerdasan buatan merupakan kemajuan yang bagus di era modern ini, namun munculnya hal tersebut dapat mengancam beberapa profesi seperti akuntan di masa deoan yang berpotensi akan tergantikan oleh AI. ","Menurut saya iya, sangat berdampak pada semua profesi. Dikarenakan teknologi digital dapat menggeser pekerjaan yang dilakukan oleh manusia karena lebih cepat dan efisien walaupun tidak sepenuhnya pekerjaan dari AI atau robot selalu tepat dikarenakan bisa saja terjadi eror program. ","Iya, dikarenakan masalah perhitungan dimasa depan akan dapat tergantikan dengan AI dikarenakan lebih cepat dan efisien. ","Menurut saya iya, dikarenakan para pemegang saham atau atasan menginginkan pekerjaan dengan hasil yang cepat atau pekerjaan tersebut dapat dilakukan dengan singkat. ",Iya dapat tergeser
Sebagai sebuah kemajuan dalam dunia AI yang diharapkan dapat memaksimalkan aktivitas manusia saat ini tanpa menurunkan kredibilitas manusia itu sendiri,"Kemungkinan iya, karena sejauh perkembangan teknologi hingga saat ini telah menghapus beberapa pekerjaan yang sebelumnya ada","Iya, mengingat kegiatan profesi akuntan sekarang sudah dibantu dengan teknologi-teknologi saat ini untuk menghindari adanya human eror","Tidak, karena sebaik2nya teknologi tetap membutuhkan analisa dari manusia secara manusiawi yang tidak dimiliki teknologi robotic","Bisa jadi. Akan tetapi, sebagus2nya teknologi masih ada juga terdapat erornya. Keadaan seperti ini pasti masih membutuhkan skill khusus dari manusia"
"menurut pendapat saya, ini merupakan inovasi yg kreativitas yang digunakan untuk memudahkan pekerjaan manusia dalam memenuhi kebutuhan hidup sehari-hari.","Menurut pendapat saya, ada beberapa bidang profesi yang terdampak pada, tetapi dalam beberapa profesi yang tidak terkena dampaknya","menurut pendapat saya, tidak, hal ini dikarenakan akuntansi masih membutuhkan perananan dan tenaga manusia dalam menjalankan profesinya. Dalam akuntansi ini juga diperlukan penerapan kode etik akuntan dalam menganalisis laporan keuangan yang sesuai dengan SA dan PSAK yang berlaku di Indonesia.","iya, akuntansi membutuhkan tenaga kerja manusia dan juga membutuhkan teknologi. agar seimbang",tidak akan mengganti peranan manusia
"Society 5.0 mempermudah banyak hal seperti mempermudah transaksi, pembayaran, dapat meningkatkan ekonomi digital, dan banyak hal lainnya. ",Mayoritas profesi terdampak adanya Society 5.0 baik baik dalam hal positif maupun negatif.,Iya salah satu yang terkena disrupsi.,"Iya membuat lebih banyak menggunakan teknologi robotic, big data dan kecerdasan buatan. Meski demikian, profesi akuntansi tetap dibutuhkan untuk fokus ke penilian profesional.","Menurut saya meski ada robotic dan kecerdasan buatan dalam beberapa waktu kedepan, profesi akuntansi masih tetap dibutuhkan untuk melakukan interpretasi laporan keuangan."
"Menurut saya bagus-bagus saja selama itu mempermudah aktivitas manusia, namun di lain sisi juga tidak merugikan keberlangsungan profesi dengan tenaga kerja manusia","Mungkin akan berdampak besar terhadap profesi dengan tenaga kerja manusia, tetapi kembali lagi mungkin kita sebagai manusia yg harusnya memiliki posisi diatas dari hasil ciptaannya dapat mengendalikan hal-hal yang tidak diinginkan terjadi",Kemungkinan besar terdampak,"Kembali lagi melihat minat profesi tersebut kedepan, dan mungkin menggunakan teknologi hanya menjadi pilihan jika benar"" dibutuhkan ","Sedikit tergeser mungkin, karena kembali lagi melihat minat profesi akuntansi kedepannya"
