"Menurut Anda, bagaimana pendapat anda tentang society 5.0 yang merupakan era munculnya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah muncunya society 5.0 berdampak pada semua bidang profesi akibat adanya big data, robotic dan kecerdasan buatan?","Menurut Anda, apakah profesi akuntansi merupakan salah satu bidang profesi yang terkena disrupsi?","Menurut Anda, apakah adanya disrupsi di bidang profesi akuntansi membuat profesi tersebut lebih banyak menggunakan teknologi robotic, big data dan kecerdasan buatan dalam aktifitasnya?","Menurut Anda, apakah adanya disrupsi membuat profesi akuntansi akan tergeser peranannya oleh robotic dan kecerdasan buatan dalam rentan waktu beberapa tahun kedepan?",Compound_Score,Sentiments
Menurur saya dengan adanya era 5.0 tersebut pastinya ada sisi positif dan negatifnya. Sisi positifnya adalah segala yang kita ingin lakukan dipermudah. Sedangkan negatifnya adalah profesi atau pekerjaan akan mendapatkan ancaman akan hadirnya 5.0 ini,"Iya. Berdampak di sini tidak selalu dengan hal yang negatif, bisa saja berdampak positif. Contohnya pada profesi kedokteran, dengan adanya kecerdasan buatan tersebut tentunya sangat membantu. ",Can,"Iya, karena mempermudah, jadi semua orang meskipun tidak berprofesi sebagai akuntan","It just might happen. Because with artificial intelligence it is very easy and everyone can access it. Therefore, there is a need for a new curriculum so that majors that lead to professions are not eroded",0.7425,Positif
"menurut saya munculnya teknologi tersebut sangat memudahkan seseorang dalam menyelesaikan pekerjaan, serta menjadi satu tantangan bagi manusia untuk bisa bersaing dgn teknologi tsb","berdampak, dan kemunculan society 5.0 membuat segala hal menjadi praktis","tidak, karena robot hanya bisa menggantikan profesi akuntan dalam hal administrasi dan menghitung saja bukan untuk menganalisis rasio dan lainnya apakah laba/rugi perusahaan tsb dikatakan baik atau tidak","iya, karena kita dituntut bersaing dengan robot ",no companies still need the services of accountants to analyze the characteristics of a company,-0.296,Negatif
"Menurut saya hal ini sangat membantu manusia dalam menyelesaikan masalah dalam semua bidang kehidupan, tapi juga bisa memberikan dampak negatif berupa banyaknya profesi yang tergantikan dengan AI","Tidak semua, dikarenakan pengembangan AI tidak akan bisa menggantikan peran manusia sepenuhnya ","Iyh, cuman tidak semua jenis dari profesi akuntan akan tergerus","Menurut saya iyh, dikarenakan teknologi malah akan dapat membantu lebih perkembangan ilmu akuntansi ","Not really, because still robots cannot replace the role of humans",0.0,Netral
"Menurut saya ini memudahkan kita untuk melakukan kegiatan yang mungkin butuh waktu yg lama, namun bisa dipangkas dengan adanya big data dll","Tidak, kemungkinan bidang profesi yang akan terdampak adalah bidang-bidang yang memang kegiatan berulang-ulang sehingga hal ini bisa di gantikan oleh robot atau mesin yang terkomputerisasi.","Iyaa, kemungkinan besar profesi akuntansi akan terkena dampaknya karena pekerjaan ini terjadi berulang-ulang, namun perlu diketahui bahwa profesi akuntansi bukan hanya perihal pembukuan, namun juga harus memberikan judgement atas apa yang telah mereka lakukan, sehingga hal itu tidak bisa di gantikan oleh mesin. ","Iyaa, namun hanya untuk pencatatan dan kegiatan yang berulang namun jika untuk pendapat dan pandangan terkait laporan ini masih belum bisa digantikan oleh mesin","Maybe now it has begun to be disrupted but not in its entirety, because there is a field of accounting that really needs human intelligence, not artificial intelligence",0.2992,Positif
Socety 5.0 ini menjadi sebuat keterbaruan teknologi yang semakin canggih sebagaimana outputnya berupa artifical intellegent yang baru baru ini menjadi isu menarik di bidang teknologi,"Menurut pendapat saya tidak, munculnya society 5.0 tidak akan berdampak pada semua bidang profesi seperti salah satunya profesi psikolog yang mana tidak akan ada teknologi yang bisa memiliki naluri yang mengedepankan perasaan seperti layaknya manusia","Tidak seluruhnya, karena salah satu contohnya pada profesi auditor. Adanya artifical intellegent mungkin saja mampu mendeteksi komponen komponen yang mempunyai potensi salah saji, namun untuk penginterpretasian tetap saja mengandalkan pemikiran dan proyeksi dari auditot","Untuk beberapa bidang, profesi akuntansi akan lebih banyak menggunakan teknologi robotic dan keleluasaan big data",It is very likely that the accounting profession will be replaced by robotics and artificial intelligence in the next few years,0.4767,Positif
Menurut saya ini merupakan suatu perkembangan teknologi yang baik karena jujur saya merasa terbantu dalam menjalankan kehidupan sehari-hari dan dipermudah ,Can,"Tentu saja, sebagai anak akuntansi jujur saya merasa sedikit khwatir mengenai isu-isu yang beredar bahwa mungkin saja suatu saat pekerjaan perakuntansian akan digantian oleh robot","Iya, karena tidak dapat dipungkiri bahwa human error lebih sering terjadi dibandingkan dengan error yang disebabkan oleh teknologi ","Maybe, if the work is related to basic things like record keeping. But for jobs that require in-depth analysis and also work like a consultant, I think it's irreplaceable.",0.6124,Positif
"Menurut saya itu merupakan kemajuan yang bagus karena, zaman sudah modern yang tentunya pasti akan fokus ke depan untuk mengenai perkembangan + perkembangan yang jauh lebih bagus lagi. Karena tidak mungkin tiap tahun tanpa adanya perubahan. ","Tida semua, karena seperti bidang profesi kedokteran maka tidak bisa digantikan dengan mesin ataupun yang lain. ","Bisa saja tidak, karena tidak semua bidang akuntansi bisa dicek menggunakan teknologi dan big data. Masih perlu menggunakan manusia sebagai control utamanya. Karena teknologi masih belum bisa dikatakan sempurna dan bisa saja terkadang menjadi eror ",Iya tapi tidak untuk menghilangkan profesi akuntan ,"Not shifted, but the presence of robotics will help to ease the task of an accountant",0.7783,Positif
"Cukup bagus juga, tapi negative nya kita bakal tergantikan. jadi kek sia sia belajar akuntansi hehehe. tapi di sisi lain AI juga memiliki pengaruh yg besar terhadap kemajaun global",mungkin akan berdampak ada semuanyaa. atau bisa j nnti semua profesi bakal trgantikan,"kena bangettt, kek auditorr",bisa ajaa,probably,0.0,Netral
"Dengan adanya kemanjuan teknologi society 5.0 dapat memudahkan manusia untuk menjalani kehidupan sehari-hari, terutama pada bidang kerja. Manusia bisa lebih simple menjalani pekerjaannya, tanpa harus mengeluarkan tenaga ektra.","Menurut saya iya, karena dengan adanya kemajuan teknologi society 5.0. Profesi yang awalnya bisa dikerjakan oleh manusia karena kemajuan tersebut, bisa mengambil alih profesi. Untuk sekarang mungkin hanya beberapa profesi yang diambil oleh teknologi, untuk ke depannya mungkin bisa saja manusia tergantikan oleh teknogi.","Kemungkinan iya, karena pada dasarnya akuntansi itu menghitung laporan keuangan. Dan untuk sekarang, teknologi sedikit demi sedikit sudah mampu menguasai skill para akuntan.","Untuk saat ini masih tidak banyak yang menggunakan teknologi robotic, tetapi untuk kedepannya mungkin akan banyak yang menggunakan.","Maybe yes, because it's getting old. So technological sophistication is also getting crazier, but there is one thing that cannot be touched by robotic technology in accountants, namely judgment where personal considerations or the auditor's point of view in responding to information affect documentation of evidence and the auditor's decision making on the financial statements of an entity, and that is only can be done by humans.",0.2023,Positif
Society 5.0 merupakan era yang dapat mempengaruhi segala bidang mulai dari teknik sampai dengan pelayan yang nantinya akan berdampak bergesernya posisi - posisi tertentu.,Iya.,Iya. Karena beberapa negara maju dan industri besar sudah memanfaatkan salah satu teknologi Soseity 5.0 yaitu scanner dan otomatisasi. Ketika suatu barang di masukan melalui scanner maka akan secara automatis menjurnal.,"Iya. Karena teknolgi robotic, big data dan kecerdasan buatan memiliki tingkat keealahan yang kecil.",Yes Because the accounting profession may be replaced in the future,0.4019,Positif
"Menurut saya, era munculnya kecerdasan buatan oleh teknologi ini sudah bagus. Hal ini mempermudah kegiatan kehidupan sehari-hari oleh seluruh masyarakat, menggunakan teknologi terkini. ","Menurut saya terdampak, karena pastinya teknologi akan diterapkan oleh seluruh manusia. Mau tidak mau mereka akan menerapkan teknologi terkini juga dan harus menerima perkembangannya. ","Menurut saya tidak, karena akuntansi ini masih membutuhkan analisis yang mendalam terkait pekerjaan nya salah satunya auditor. Teknologi mungkin akan menggantikan sebagian kecil jobdesc akuntan, namun semua jobdesc tersebut tidak akann tergantikan oleh teknologi.","Mungkin iya, karena penerapan teknologi pasti diterapkan oleh seluruh pekerjaan guna mempermudah menjalankan jobdesc pekerjaan. ",Maybe it will be shifted but not completely.,0.0,Netral
"Munculnya bug data, robotic, dan kecerdasan buatan memberikan kemudahan dan juga menjadi ancaman jika kita tidak dapat mengikuti perkembangan yang ada",Tidak semua profesi,"Profesi akuntansi salah satu bidang yang akan terkena disrupsi, contohnya saja saat ini sudah ada KAP yang menggunakan big data, robotic, dan kecerdasan buatan untuk melakukan audit. Namun, meski telah menggunakan big data, robotic, dan kecerdasan buatan untuk melakukan audit masih diperlukan seorang akuntan untuk mengkonfirmasi.","Bisa jadi, karena adanya penggunaan big data, robotic, dan kecerdasan buatan membantu pekerjaan profesi akuntan meski terdapat ancaman.","No, because accountants are still needed. The existence of big data, robotics, and artificial intelligence can only do what we have systemized or handle something that has happened.",0.4767,Positif
"Sebenarnya kemunculan era big data, robitic, dab kecerdasan buatan merupakan kemajuan yang bagus di era modern ini, namun munculnya hal tersebut dapat mengancam beberapa profesi seperti akuntan di masa deoan yang berpotensi akan tergantikan oleh AI. ","Menurut saya iya, sangat berdampak pada semua profesi. Dikarenakan teknologi digital dapat menggeser pekerjaan yang dilakukan oleh manusia karena lebih cepat dan efisien walaupun tidak sepenuhnya pekerjaan dari AI atau robot selalu tepat dikarenakan bisa saja terjadi eror program. ","Iya, dikarenakan masalah perhitungan dimasa depan akan dapat tergantikan dengan AI dikarenakan lebih cepat dan efisien. ","Menurut saya iya, dikarenakan para pemegang saham atau atasan menginginkan pekerjaan dengan hasil yang cepat atau pekerjaan tersebut dapat dilakukan dengan singkat. ",It can be shifted,0.0,Netral
Sebagai sebuah kemajuan dalam dunia AI yang diharapkan dapat memaksimalkan aktivitas manusia saat ini tanpa menurunkan kredibilitas manusia itu sendiri,"Kemungkinan iya, karena sejauh perkembangan teknologi hingga saat ini telah menghapus beberapa pekerjaan yang sebelumnya ada","Iya, mengingat kegiatan profesi akuntan sekarang sudah dibantu dengan teknologi-teknologi saat ini untuk menghindari adanya human eror","Tidak, karena sebaik2nya teknologi tetap membutuhkan analisa dari manusia secara manusiawi yang tidak dimiliki teknologi robotic","It could be. However, as good as technology is, there are also errors. Circumstances like this definitely still require special skills from humans",0.8327,Positif
"menurut pendapat saya, ini merupakan inovasi yg kreativitas yang digunakan untuk memudahkan pekerjaan manusia dalam memenuhi kebutuhan hidup sehari-hari.","Menurut pendapat saya, ada beberapa bidang profesi yang terdampak pada, tetapi dalam beberapa profesi yang tidak terkena dampaknya","menurut pendapat saya, tidak, hal ini dikarenakan akuntansi masih membutuhkan perananan dan tenaga manusia dalam menjalankan profesinya. Dalam akuntansi ini juga diperlukan penerapan kode etik akuntan dalam menganalisis laporan keuangan yang sesuai dengan SA dan PSAK yang berlaku di Indonesia.","iya, akuntansi membutuhkan tenaga kerja manusia dan juga membutuhkan teknologi. agar seimbang",will not replace the human role,0.0,Netral
"Society 5.0 mempermudah banyak hal seperti mempermudah transaksi, pembayaran, dapat meningkatkan ekonomi digital, dan banyak hal lainnya. ",Mayoritas profesi terdampak adanya Society 5.0 baik baik dalam hal positif maupun negatif.,Iya salah satu yang terkena disrupsi.,"Iya membuat lebih banyak menggunakan teknologi robotic, big data dan kecerdasan buatan. Meski demikian, profesi akuntansi tetap dibutuhkan untuk fokus ke penilian profesional.","In my opinion, even though there will be robots and artificial intelligence in the future, the accounting profession is still needed to interpret financial reports.",0.4767,Positif
"Menurut saya bagus-bagus saja selama itu mempermudah aktivitas manusia, namun di lain sisi juga tidak merugikan keberlangsungan profesi dengan tenaga kerja manusia","Mungkin akan berdampak besar terhadap profesi dengan tenaga kerja manusia, tetapi kembali lagi mungkin kita sebagai manusia yg harusnya memiliki posisi diatas dari hasil ciptaannya dapat mengendalikan hal-hal yang tidak diinginkan terjadi",Kemungkinan besar terdampak,"Kembali lagi melihat minat profesi tersebut kedepan, dan mungkin menggunakan teknologi hanya menjadi pilihan jika benar"" dibutuhkan ","Maybe a little shifted, because we are back to see the interest in the accounting profession in the future",0.4588,Positif
"munculnya era big daya dan kecerdasan buatan sebenarnya dapat memudahkan segala aktivitas yang saya kerjakan, contohnya banyak kecerdasan buatan yang saya pakai untuk media pembelajaran akuntansi. ","menurut saya berdampak, karna AI cenderung bisa melakukan apa saja dalam beberapa pekerjaan di berbagai profesi.","menurut saya iya, tetapi tidak sepenuhnya. Pekerjaan akuntan dapat digantikam atau dipermudah dengan AI tetapi tidak semua hal bisa digantikan.","iya, karna teknologi juga akan mempermudah pekerjaan","in my opinion yes, if not accompanied by in-depth knowledge of this AI. maybe accountants can learn and know the shortcomings of AI .",0.4019,Positif
"Menurut saya, Society 5.0 adalah konsep yang menarik yang melibatkan pemanfaatan teknologi seperti big data, robotika, dan kecerdasan buatan untuk memajukan masyarakat. Era ini bertujuan untuk menciptakan masyarakat yang berbasis pengetahuan, berkelanjutan, dan inklusif.","Menurut saya iya, munculnya Society 5.0 dengan pemanfaatan big data, robotika, dan kecerdasan buatan diperkirakan akan berdampak pada berbagai bidang profesi. ","Iya, karena sekarang sudah mulai bermunculan teknologi yang berkaitan dengan pencatatan keuangan. ","Iya, dengan adanya perkembangan teknologi yang ada pastinya teknologi tersebut akan digunakan untuk mempermudah pekerjaan, agar pekerjaan tersebut dapat berjalan dengan efektif dan efisien. ","Less, there is no guarantee that the accounting profession will be completely replaced by robotics and artificial intelligence within the next few years. Although disruptions in the field of accounting may occur, the human role in ethical interpretation, decision-making, and judgment remains critical.",0.1769,Positif
